job_title,required_skills,experience,min_experience,max_experience,skills_list
Frontend Developer,"JavaScript, React, HTML/CSS, often, raise",4-8 years,4,8,"['javascript', 'react', 'html/css', 'often', 'raise']"
Frontend Developer,"JavaScript, React, HTML/CSS, voice, decision",5-3 years,5,3,"['javascript', 'react', 'html/css', 'voice', 'decision']"
Frontend Developer,"JavaScript, React, HTML/CSS, general, give",5-8 years,5,8,"['javascript', 'react', 'html/css', 'general', 'give']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, around, occur",5-9 years,5,9,"['python', 'sql', 'machine learning', 'pandas', 'around', 'occur']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, you, leader",5-2 years,5,2,"['python', 'sql', 'machine learning', 'pandas', 'you', 'leader']"
DevOps Engineer,"AWS, Docker, Kubernetes, with, they",1-3 years,1,3,"['aws', 'docker', 'kubernetes', 'with', 'they']"
DevOps Engineer,"AWS, Docker, Kubernetes, page, cause",3-10 years,3,10,"['aws', 'docker', 'kubernetes', 'page', 'cause']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, western, report",2-6 years,2,6,"['python', 'sql', 'machine learning', 'pandas', 'western', 'report']"
Frontend Developer,"JavaScript, React, HTML/CSS, light, between",3-7 years,3,7,"['javascript', 'react', 'html/css', 'light', 'between']"
DevOps Engineer,"AWS, Docker, Kubernetes, security, nor",3-4 years,3,4,"['aws', 'docker', 'kubernetes', 'security', 'nor']"
Frontend Developer,"JavaScript, React, HTML/CSS, of, group",0-3 years,0,3,"['javascript', 'react', 'html/css', 'of', 'group']"
DevOps Engineer,"AWS, Docker, Kubernetes, edge, old",3-8 years,3,8,"['aws', 'docker', 'kubernetes', 'edge', 'old']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, full, light",2-7 years,2,7,"['python', 'sql', 'machine learning', 'pandas', 'full', 'light']"
Frontend Developer,"JavaScript, React, HTML/CSS, manager, billion",1-5 years,1,5,"['javascript', 'react', 'html/css', 'manager', 'billion']"
DevOps Engineer,"AWS, Docker, Kubernetes, few, sell",3-3 years,3,3,"['aws', 'docker', 'kubernetes', 'few', 'sell']"
Frontend Developer,"JavaScript, React, HTML/CSS, often, traditional",0-2 years,0,2,"['javascript', 'react', 'html/css', 'often', 'traditional']"
DevOps Engineer,"AWS, Docker, Kubernetes, whose, also",4-10 years,4,10,"['aws', 'docker', 'kubernetes', 'whose', 'also']"
DevOps Engineer,"AWS, Docker, Kubernetes, window, soldier",5-2 years,5,2,"['aws', 'docker', 'kubernetes', 'window', 'soldier']"
DevOps Engineer,"AWS, Docker, Kubernetes, other, run",2-9 years,2,9,"['aws', 'docker', 'kubernetes', 'other', 'run']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, middle, art",4-3 years,4,3,"['python', 'sql', 'machine learning', 'pandas', 'middle', 'art']"
DevOps Engineer,"AWS, Docker, Kubernetes, shake, onto",4-3 years,4,3,"['aws', 'docker', 'kubernetes', 'shake', 'onto']"
DevOps Engineer,"AWS, Docker, Kubernetes, moment, natural",3-6 years,3,6,"['aws', 'docker', 'kubernetes', 'moment', 'natural']"
Frontend Developer,"JavaScript, React, HTML/CSS, participant, local",4-7 years,4,7,"['javascript', 'react', 'html/css', 'participant', 'local']"
Frontend Developer,"JavaScript, React, HTML/CSS, easy, tough",3-3 years,3,3,"['javascript', 'react', 'html/css', 'easy', 'tough']"
DevOps Engineer,"AWS, Docker, Kubernetes, special, resource",0-4 years,0,4,"['aws', 'docker', 'kubernetes', 'special', 'resource']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, scientist, share",0-10 years,0,10,"['python', 'sql', 'machine learning', 'pandas', 'scientist', 'share']"
Frontend Developer,"JavaScript, React, HTML/CSS, owner, data",2-6 years,2,6,"['javascript', 'react', 'html/css', 'owner', 'data']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, read, about",4-2 years,4,2,"['python', 'sql', 'machine learning', 'pandas', 'read', 'about']"
Frontend Developer,"JavaScript, React, HTML/CSS, nice, share",0-6 years,0,6,"['javascript', 'react', 'html/css', 'nice', 'share']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, weight, letter",0-6 years,0,6,"['python', 'sql', 'machine learning', 'pandas', 'weight', 'letter']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, center, exactly",3-8 years,3,8,"['python', 'sql', 'machine learning', 'pandas', 'center', 'exactly']"
Frontend Developer,"JavaScript, React, HTML/CSS, table, hundred",4-3 years,4,3,"['javascript', 'react', 'html/css', 'table', 'hundred']"
DevOps Engineer,"AWS, Docker, Kubernetes, police, none",2-9 years,2,9,"['aws', 'docker', 'kubernetes', 'police', 'none']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, save, red",2-5 years,2,5,"['python', 'sql', 'machine learning', 'pandas', 'save', 'red']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, different, group",5-4 years,5,4,"['python', 'sql', 'machine learning', 'pandas', 'different', 'group']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, mention, home",5-9 years,5,9,"['python', 'sql', 'machine learning', 'pandas', 'mention', 'home']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, enter, success",0-6 years,0,6,"['python', 'sql', 'machine learning', 'pandas', 'enter', 'success']"
Frontend Developer,"JavaScript, React, HTML/CSS, cause, then",5-7 years,5,7,"['javascript', 'react', 'html/css', 'cause', 'then']"
Frontend Developer,"JavaScript, React, HTML/CSS, appear, control",5-10 years,5,10,"['javascript', 'react', 'html/css', 'appear', 'control']"
Frontend Developer,"JavaScript, React, HTML/CSS, court, way",5-5 years,5,5,"['javascript', 'react', 'html/css', 'court', 'way']"
DevOps Engineer,"AWS, Docker, Kubernetes, relate, own",1-9 years,1,9,"['aws', 'docker', 'kubernetes', 'relate', 'own']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, cover, citizen",5-5 years,5,5,"['python', 'sql', 'machine learning', 'pandas', 'cover', 'citizen']"
DevOps Engineer,"AWS, Docker, Kubernetes, agree, hair",2-4 years,2,4,"['aws', 'docker', 'kubernetes', 'agree', 'hair']"
DevOps Engineer,"AWS, Docker, Kubernetes, cup, evening",0-6 years,0,6,"['aws', 'docker', 'kubernetes', 'cup', 'evening']"
Frontend Developer,"JavaScript, React, HTML/CSS, western, thus",1-9 years,1,9,"['javascript', 'react', 'html/css', 'western', 'thus']"
DevOps Engineer,"AWS, Docker, Kubernetes, here, follow",5-10 years,5,10,"['aws', 'docker', 'kubernetes', 'here', 'follow']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, impact, hand",0-2 years,0,2,"['python', 'sql', 'machine learning', 'pandas', 'impact', 'hand']"
Frontend Developer,"JavaScript, React, HTML/CSS, board, police",0-10 years,0,10,"['javascript', 'react', 'html/css', 'board', 'police']"
Frontend Developer,"JavaScript, React, HTML/CSS, trial, short",4-8 years,4,8,"['javascript', 'react', 'html/css', 'trial', 'short']"
Frontend Developer,"JavaScript, React, HTML/CSS, step, your",0-10 years,0,10,"['javascript', 'react', 'html/css', 'step', 'your']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, or, receive",5-4 years,5,4,"['python', 'sql', 'machine learning', 'pandas', 'or', 'receive']"
DevOps Engineer,"AWS, Docker, Kubernetes, support, require",0-5 years,0,5,"['aws', 'docker', 'kubernetes', 'support', 'require']"
DevOps Engineer,"AWS, Docker, Kubernetes, letter, security",4-8 years,4,8,"['aws', 'docker', 'kubernetes', 'letter', 'security']"
Frontend Developer,"JavaScript, React, HTML/CSS, thing, number",4-3 years,4,3,"['javascript', 'react', 'html/css', 'thing', 'number']"
Frontend Developer,"JavaScript, React, HTML/CSS, party, land",3-6 years,3,6,"['javascript', 'react', 'html/css', 'party', 'land']"
DevOps Engineer,"AWS, Docker, Kubernetes, weight, so",3-3 years,3,3,"['aws', 'docker', 'kubernetes', 'weight', 'so']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, power, same",5-8 years,5,8,"['python', 'sql', 'machine learning', 'pandas', 'power', 'same']"
DevOps Engineer,"AWS, Docker, Kubernetes, others, standard",5-9 years,5,9,"['aws', 'docker', 'kubernetes', 'others', 'standard']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, what, people",0-4 years,0,4,"['python', 'sql', 'machine learning', 'pandas', 'what', 'people']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, customer, ready",5-8 years,5,8,"['python', 'sql', 'machine learning', 'pandas', 'customer', 'ready']"
DevOps Engineer,"AWS, Docker, Kubernetes, radio, investment",4-5 years,4,5,"['aws', 'docker', 'kubernetes', 'radio', 'investment']"
DevOps Engineer,"AWS, Docker, Kubernetes, speak, imagine",0-4 years,0,4,"['aws', 'docker', 'kubernetes', 'speak', 'imagine']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, suggest, knowledge",3-8 years,3,8,"['python', 'sql', 'machine learning', 'pandas', 'suggest', 'knowledge']"
Frontend Developer,"JavaScript, React, HTML/CSS, place, especially",3-5 years,3,5,"['javascript', 'react', 'html/css', 'place', 'especially']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, in, without",4-4 years,4,4,"['python', 'sql', 'machine learning', 'pandas', 'in', 'without']"
Frontend Developer,"JavaScript, React, HTML/CSS, lead, last",2-3 years,2,3,"['javascript', 'react', 'html/css', 'lead', 'last']"
DevOps Engineer,"AWS, Docker, Kubernetes, try, energy",5-2 years,5,2,"['aws', 'docker', 'kubernetes', 'try', 'energy']"
DevOps Engineer,"AWS, Docker, Kubernetes, here, believe",2-2 years,2,2,"['aws', 'docker', 'kubernetes', 'here', 'believe']"
Frontend Developer,"JavaScript, React, HTML/CSS, nothing, life",0-4 years,0,4,"['javascript', 'react', 'html/css', 'nothing', 'life']"
DevOps Engineer,"AWS, Docker, Kubernetes, instead, memory",5-2 years,5,2,"['aws', 'docker', 'kubernetes', 'instead', 'memory']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, which, day",4-2 years,4,2,"['python', 'sql', 'machine learning', 'pandas', 'which', 'day']"
DevOps Engineer,"AWS, Docker, Kubernetes, strategy, perform",1-5 years,1,5,"['aws', 'docker', 'kubernetes', 'strategy', 'perform']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, only, sell",5-9 years,5,9,"['python', 'sql', 'machine learning', 'pandas', 'only', 'sell']"
Frontend Developer,"JavaScript, React, HTML/CSS, great, office",4-7 years,4,7,"['javascript', 'react', 'html/css', 'great', 'office']"
DevOps Engineer,"AWS, Docker, Kubernetes, threat, there",4-3 years,4,3,"['aws', 'docker', 'kubernetes', 'threat', 'there']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, group, important",3-3 years,3,3,"['python', 'sql', 'machine learning', 'pandas', 'group', 'important']"
DevOps Engineer,"AWS, Docker, Kubernetes, less, student",4-7 years,4,7,"['aws', 'docker', 'kubernetes', 'less', 'student']"
Frontend Developer,"JavaScript, React, HTML/CSS, in, economy",4-8 years,4,8,"['javascript', 'react', 'html/css', 'in', 'economy']"
DevOps Engineer,"AWS, Docker, Kubernetes, everything, bad",4-3 years,4,3,"['aws', 'docker', 'kubernetes', 'everything', 'bad']"
Frontend Developer,"JavaScript, React, HTML/CSS, reality, try",5-9 years,5,9,"['javascript', 'react', 'html/css', 'reality', 'try']"
DevOps Engineer,"AWS, Docker, Kubernetes, letter, either",2-3 years,2,3,"['aws', 'docker', 'kubernetes', 'letter', 'either']"
Frontend Developer,"JavaScript, React, HTML/CSS, program, section",0-10 years,0,10,"['javascript', 'react', 'html/css', 'program', 'section']"
DevOps Engineer,"AWS, Docker, Kubernetes, wear, movie",0-5 years,0,5,"['aws', 'docker', 'kubernetes', 'wear', 'movie']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, note, letter",3-5 years,3,5,"['python', 'sql', 'machine learning', 'pandas', 'note', 'letter']"
Frontend Developer,"JavaScript, React, HTML/CSS, team, fish",4-4 years,4,4,"['javascript', 'react', 'html/css', 'team', 'fish']"
DevOps Engineer,"AWS, Docker, Kubernetes, bad, five",2-7 years,2,7,"['aws', 'docker', 'kubernetes', 'bad', 'five']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, great, guy",3-4 years,3,4,"['python', 'sql', 'machine learning', 'pandas', 'great', 'guy']"
Frontend Developer,"JavaScript, React, HTML/CSS, too, personal",4-9 years,4,9,"['javascript', 'react', 'html/css', 'too', 'personal']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, house, across",4-5 years,4,5,"['python', 'sql', 'machine learning', 'pandas', 'house', 'across']"
DevOps Engineer,"AWS, Docker, Kubernetes, everybody, American",0-3 years,0,3,"['aws', 'docker', 'kubernetes', 'everybody', 'american']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, line, road",0-9 years,0,9,"['python', 'sql', 'machine learning', 'pandas', 'line', 'road']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, agency, try",0-6 years,0,6,"['python', 'sql', 'machine learning', 'pandas', 'agency', 'try']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, up, project",5-10 years,5,10,"['python', 'sql', 'machine learning', 'pandas', 'up', 'project']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, try, movie",5-6 years,5,6,"['python', 'sql', 'machine learning', 'pandas', 'try', 'movie']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, product, purpose",2-8 years,2,8,"['python', 'sql', 'machine learning', 'pandas', 'product', 'purpose']"
DevOps Engineer,"AWS, Docker, Kubernetes, real, peace",1-10 years,1,10,"['aws', 'docker', 'kubernetes', 'real', 'peace']"
Frontend Developer,"JavaScript, React, HTML/CSS, church, pressure",0-10 years,0,10,"['javascript', 'react', 'html/css', 'church', 'pressure']"
DevOps Engineer,"AWS, Docker, Kubernetes, room, contain",1-5 years,1,5,"['aws', 'docker', 'kubernetes', 'room', 'contain']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, billion, per",0-6 years,0,6,"['python', 'sql', 'machine learning', 'pandas', 'billion', 'per']"
DevOps Engineer,"AWS, Docker, Kubernetes, realize, administration",0-9 years,0,9,"['aws', 'docker', 'kubernetes', 'realize', 'administration']"
DevOps Engineer,"AWS, Docker, Kubernetes, speak, difference",4-9 years,4,9,"['aws', 'docker', 'kubernetes', 'speak', 'difference']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, land, affect",0-2 years,0,2,"['python', 'sql', 'machine learning', 'pandas', 'land', 'affect']"
Frontend Developer,"JavaScript, React, HTML/CSS, explain, them",1-5 years,1,5,"['javascript', 'react', 'html/css', 'explain', 'them']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, one, law",4-4 years,4,4,"['python', 'sql', 'machine learning', 'pandas', 'one', 'law']"
DevOps Engineer,"AWS, Docker, Kubernetes, daughter, raise",4-5 years,4,5,"['aws', 'docker', 'kubernetes', 'daughter', 'raise']"
Frontend Developer,"JavaScript, React, HTML/CSS, moment, information",4-4 years,4,4,"['javascript', 'react', 'html/css', 'moment', 'information']"
Frontend Developer,"JavaScript, React, HTML/CSS, culture, goal",0-8 years,0,8,"['javascript', 'react', 'html/css', 'culture', 'goal']"
DevOps Engineer,"AWS, Docker, Kubernetes, much, personal",3-8 years,3,8,"['aws', 'docker', 'kubernetes', 'much', 'personal']"
Frontend Developer,"JavaScript, React, HTML/CSS, in, market",5-6 years,5,6,"['javascript', 'react', 'html/css', 'in', 'market']"
DevOps Engineer,"AWS, Docker, Kubernetes, able, ground",4-10 years,4,10,"['aws', 'docker', 'kubernetes', 'able', 'ground']"
DevOps Engineer,"AWS, Docker, Kubernetes, late, force",2-3 years,2,3,"['aws', 'docker', 'kubernetes', 'late', 'force']"
Frontend Developer,"JavaScript, React, HTML/CSS, build, onto",1-3 years,1,3,"['javascript', 'react', 'html/css', 'build', 'onto']"
Frontend Developer,"JavaScript, React, HTML/CSS, our, study",3-2 years,3,2,"['javascript', 'react', 'html/css', 'our', 'study']"
Frontend Developer,"JavaScript, React, HTML/CSS, respond, democratic",2-9 years,2,9,"['javascript', 'react', 'html/css', 'respond', 'democratic']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, since, according",2-3 years,2,3,"['python', 'sql', 'machine learning', 'pandas', 'since', 'according']"
DevOps Engineer,"AWS, Docker, Kubernetes, new, look",1-2 years,1,2,"['aws', 'docker', 'kubernetes', 'new', 'look']"
DevOps Engineer,"AWS, Docker, Kubernetes, fall, name",2-7 years,2,7,"['aws', 'docker', 'kubernetes', 'fall', 'name']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, ok, tree",4-5 years,4,5,"['python', 'sql', 'machine learning', 'pandas', 'ok', 'tree']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, professor, international",2-7 years,2,7,"['python', 'sql', 'machine learning', 'pandas', 'professor', 'international']"
DevOps Engineer,"AWS, Docker, Kubernetes, human, play",0-4 years,0,4,"['aws', 'docker', 'kubernetes', 'human', 'play']"
Frontend Developer,"JavaScript, React, HTML/CSS, tell, benefit",4-10 years,4,10,"['javascript', 'react', 'html/css', 'tell', 'benefit']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, somebody, audience",1-3 years,1,3,"['python', 'sql', 'machine learning', 'pandas', 'somebody', 'audience']"
DevOps Engineer,"AWS, Docker, Kubernetes, modern, every",0-8 years,0,8,"['aws', 'docker', 'kubernetes', 'modern', 'every']"
DevOps Engineer,"AWS, Docker, Kubernetes, check, director",0-2 years,0,2,"['aws', 'docker', 'kubernetes', 'check', 'director']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, light, purpose",1-4 years,1,4,"['python', 'sql', 'machine learning', 'pandas', 'light', 'purpose']"
Frontend Developer,"JavaScript, React, HTML/CSS, check, role",2-8 years,2,8,"['javascript', 'react', 'html/css', 'check', 'role']"
DevOps Engineer,"AWS, Docker, Kubernetes, boy, international",4-4 years,4,4,"['aws', 'docker', 'kubernetes', 'boy', 'international']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, president, writer",5-10 years,5,10,"['python', 'sql', 'machine learning', 'pandas', 'president', 'writer']"
Frontend Developer,"JavaScript, React, HTML/CSS, space, machine",2-5 years,2,5,"['javascript', 'react', 'html/css', 'space', 'machine']"
